ID,title,authors,published,updated,abstract,categories,citations,arxiv_url,gscholar_url,journal
219,A Testbed Combining Visual Perception Models for Geographic Gaze Contingent Displays.,"['J Krüger', 'A Çöltekin', 'K Bektas', 'AT Duchowski']",,,,,15,,http://scholar.google.com/scholar?oi=bibs&cluster=7352509600180890128&btnI=1&nossl=1&hl=en&oe=ASCII,"EuroVis (Short Papers), 67-71"
220,VisMOOC: Visualizing video clickstream data from Massive Open Online Courses,"['H Qu', 'C Shi', 'S Fu', 'Q Chen']",,,,,91,,http://scholar.google.com/scholar?oi=bibs&cluster=10065639964397472471&btnI=1&nossl=1&hl=en&oe=ASCII,"2015 IEEE Pacific Visualization Symposium (PacificVis), 159-166"
221,Anisotropic Diffusion Descriptors,"['J Masci', 'E Rodolà', 'D Boscaini', 'MM Bronstein', 'D Cremers']",,,,,88,,http://scholar.google.com/scholar?oi=bibs&cluster=6284066548427193708&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 35 (2), 431-441"
222,MobileFusion: Real-Time Volumetric Surface Reconstruction and Dense Tracking on Mobile Phones,"['P Kohli', 'P Ondrúška', 'S Izadi']",,,,,92,,http://scholar.google.com/scholar?oi=bibs&cluster=10711669937469931309&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 21 (11), 1251-1258"
223,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research","['J Johansson', 'C Forsell']",,,,,84,,http://scholar.google.com/scholar?oi=bibs&cluster=14492361535991500711&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 579-588"
224,Real-Time RGB-D Camera Relocalization via Randomized Ferns for Keyframe Encoding,"['A Criminisi', 'S Izadi', 'J Shotton', 'B Glocker']",,,,,74,,http://scholar.google.com/scholar?oi=bibs&cluster=8904676321329541146&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization & Computer Graphics, 571-583"
225,Dimension and bases for geometrically continuous splines on surfaces of arbitrary topology,"['B Mourrain', 'R Vidunas', 'N Villamizar']",,,,,29,,http://scholar.google.com/scholar?oi=bibs&cluster=6433906547363986695&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Aided Geometric Design 45, 108-133"
226,Analyzing the Evolution of the Internet.,"['S Nusrat', 'C Acedo', 'T Johnson', 'SG Kobourov']",,,,,13,,http://scholar.google.com/scholar?oi=bibs&cluster=5884507354356084290&btnI=1&nossl=1&hl=en&oe=ASCII,"EuroVis (Short Papers), 43-47"
227,Learning reduced-order feedback policies for motion skills,"['KK Yin', 'K Ding', 'M van de Panne', 'L Liu']",,,,,25,,http://scholar.google.com/scholar?oi=bibs&cluster=4704443594652663343&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 14th ACM SIGGRAPH/Eurographics Symposium on Computer …
228,Interactive continuous collision detection for topology changing models using dynamic clustering.,"['R Ortiz', 'L He', 'D Manocha', 'A Enquobahrie']",,,,,16,,http://scholar.google.com/scholar?oi=bibs&cluster=13866728246044059133&btnI=1&nossl=1&hl=en&oe=ASCII,"I3D, 47-54"
229,Timelines Revisited: A Design Space and Considerations for Expressive Storytelling,"['B Lee', 'T Munzner', 'NH Riche', 'B Bach', 'M Brehmer']",,,,,75,,http://scholar.google.com/scholar?oi=bibs&cluster=11427122124022080918&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (9), 2151-2164"
230,A case study on 3D geospatial applications in the web using state-of-the-art WebGL frameworks.,"['M Krämer', 'R Gutbell']",,,,,23,,http://scholar.google.com/scholar?oi=bibs&cluster=15225227876282770999&btnI=1&nossl=1&hl=en&oe=ASCII,"Web3D, 189-197"
231,SepMe: 2002 New visual separation measures,"['M Aupetit', 'M Sedlmair']",,,,,23,,http://scholar.google.com/scholar?oi=bibs&cluster=7614259552456271834&btnI=1&nossl=1&hl=en&oe=ASCII,"2016 IEEE Pacific Visualization Symposium (PacificVis), 1-8"
232,Video fields: fusing multiple surveillance videos into a dynamic virtual environment.,"['S Bista', 'A Varshney', 'R Du']",,,,,14,,http://scholar.google.com/scholar?oi=bibs&cluster=849865556467540234&btnI=1&nossl=1&hl=en&oe=ASCII,"Web3D, 165-172"
233,Effects of Different Types of Virtual Reality Display on Presence and Learning in a Safety Training Scenario,"['F Buttussi', 'L Chittaro']",,,,,96,,http://scholar.google.com/scholar?oi=bibs&cluster=5175414232221269880&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 24 (2), 1063-1076"
234,Synthesizing Obama: learning lip sync from audio,"['SM Seitz', 'I Kemelmacher-Shlizerman', 'S Suwajanakorn']",,,,,322,,http://scholar.google.com/scholar?oi=bibs&cluster=17501792064365815213&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (4), 1-13"
235,TelCoVis: Visual Exploration of Co-occurrence in Urban Human Mobility Based on Telco Data,"['Y Zheng', 'H Zeng', 'B Ni', 'J Xu', 'LM Ni', 'H Qu', 'M Yuan', 'W Wu']",,,,,70,,http://scholar.google.com/scholar?oi=bibs&cluster=3066371909736052559&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 935-944"
236,Barehanded music: real-time hand interaction for virtual piano.,"['H Liang', 'YJ Liu', 'J Luo', 'Q Sun', 'Y He', 'J Yuan', 'J Wang']",,,,,20,,http://scholar.google.com/scholar?oi=bibs&cluster=7092879724535588875&btnI=1&nossl=1&hl=en&oe=ASCII,"I3D, 87-94"
237,Extending FABRIK with model constraints,"['Y Chrysanthou', 'J Lasenby', 'A Aristidou']",,,,,27,,http://scholar.google.com/scholar?oi=bibs&cluster=13425141635076911338&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Animation and Virtual Worlds 27 (1), 35-57"
238,Frustum-traced raster shadows: revisiting irregular z-buffers.,"['C Wyman', 'AE Lefohn', 'R Hoetzlein']",,,,,20,,http://scholar.google.com/scholar?oi=bibs&cluster=15074061632300564054&btnI=1&nossl=1&hl=en&oe=ASCII,"I3D, 15-23"
239,Optimization Integrator for Large Time Steps,"['A Stomakhin', 'JM Teran', 'TF Gast', 'C Schroeder', 'C Jiang']",,,,,76,,http://scholar.google.com/scholar?oi=bibs&cluster=7400269595641020451&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 21 (10), 1103-1115"
240,SpaceTime: adaptive control of the teleported avatar for improved AR tele‐conference experience,"['GJ Kim', 'KH Kim', 'D Jo']",,,,,19,,http://scholar.google.com/scholar?oi=bibs&cluster=16544690064843741808&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Animation and Virtual Worlds 26 (3-4), 259-269"
241,DTW-based kernel and rank-level fusion for 3D gait recognition using Kinect,"['ML Gavrilova', 'F Ahmed', 'PP Paul']",,,,,65,,http://scholar.google.com/scholar?oi=bibs&cluster=2262730368040567325&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 31 (6-8), 915-924"
242,Wavelet-based visualization of time-varying data on graphs,"['F Petronetto', 'CT Silva', 'LG Nonato', 'F Dias', 'P Valdivia']",,,,,24,,http://scholar.google.com/scholar?oi=bibs&cluster=675988547466888286&btnI=1&nossl=1&hl=en&oe=ASCII,"2015 IEEE Conference on Visual Analytics Science and Technology (VAST), 1-8"
243,Area-preserving mesh parameterization for poly-annulus surfaces based on optimal mass transportation,"['L Cui', 'K Qian', 'M Zhang', 'K Su', 'J Zhang', 'N Lei', 'XD Gu']",,,,,21,,http://scholar.google.com/scholar?oi=bibs&cluster=222734331765756460&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Aided Geometric Design 46, 76-91"
244,VTK-m: Accelerating the Visualization Toolkit for Massively Threaded Architectures,"['J Meredith', 'W Usher', 'K Moreland', 'L Lo', '...', 'C Sewell', 'J Kress', 'D Pugmire']",,,,,77,,http://scholar.google.com/scholar?oi=bibs&cluster=11804359071117289632&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 36 (3), 48-58"
245,An adaptive edge-preserving image denoising technique using tetrolet transforms,"['P Jain', 'V Tyagi']",,,,,38,,http://scholar.google.com/scholar?oi=bibs&cluster=16386112856283509429&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 31 (5), 657-674"
246,Quantitative evaluation strategies for urban 3D model generation from remote sensing data,"['DF Laefer', 'L Truong-Hong']",,,,,33,,http://scholar.google.com/scholar?oi=bibs&cluster=1538830107384310608&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 49, 82-91"
247,Iris recognition based on a novel variation of local binary pattern,"['W Zhou', 'S Yuan', 'C Li']",,,,,37,,http://scholar.google.com/scholar?oi=bibs&cluster=6223040408752888061&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 31 (10), 1419-1429"
248,Reactive Vega: A Streaming Dataflow Architecture for Declarative Interactive Visualization,"['J Heer', 'J Hoffswell', 'A Satyanarayan', 'R Russell']",,,,,112,,http://scholar.google.com/scholar?oi=bibs&cluster=9138710501584434950&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 659-668"
249,CANVAS: computer-assisted narrative animation synthesis,"['M Gross', 'A Shoulson', 'M Kapadia', 'RW Sumner', 'S Frey']",,,,,27,,http://scholar.google.com/scholar?oi=bibs&cluster=6037732275318388624&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the ACM SIGGRAPH/Eurographics Symposium on Computer Animation …
250,CheekInput: turning your cheek into an input surface by embedded optical sensors on a head-mounted display,"['K Masai', 'Y Sugiura', 'K Yamashita', 'T Kikuchi', 'M Sugimoto', 'BH Thomas']",,,,,21,,http://scholar.google.com/scholar?oi=bibs&cluster=224998916586352570&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 23rd ACM Symposium on Virtual Reality Software and …
251,TrajRank: Exploring travel behaviour on a route by trajectory ranking,"['M Lu', 'Z Wang', 'X Yuan']",,,,,31,,http://scholar.google.com/scholar?oi=bibs&cluster=8045308807365787664&btnI=1&nossl=1&hl=en&oe=ASCII,"2015 IEEE Pacific Visualization Symposium (PacificVis), 311-318"
252,A Descriptive Framework for Temporal Data Visualizations Based on Generalized Space‐Time Cubes,"['C Hurter', 'P Dragicevic', 'S Carpendale', 'B Bach', 'D Archambault']",,,,,81,,http://scholar.google.com/scholar?oi=bibs&cluster=5873639096246499585&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 36 (6), 36-61"
253,TickTockRay: smartwatch-based 3D pointing for smartphone-based virtual reality.,"['L Tahai', 'B Woodard', 'K Pietroszek', 'D Kharlamov']",,,,,23,,http://scholar.google.com/scholar?oi=bibs&cluster=12545361655403535471&btnI=1&nossl=1&hl=en&oe=ASCII,"VRST, 363-364"
254,"A Study of Layout, Rendering, and Interaction Methods for Immersive Graph Visualization","['K Lee', 'OH Kwon', 'C Muelder', 'KL Ma']",,,,,96,,http://scholar.google.com/scholar?oi=bibs&cluster=1887510134094422725&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (7), 1802-1815"
255,Velocity-based modeling of physical interactions in dense crowds,"['SJ Guy', 'K Hillesland', 'AAA Gutub', 'B Zafar', 'S Kim', 'D Manocha']",,,,,35,,http://scholar.google.com/scholar?oi=bibs&cluster=14502025548359460503&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 31 (5), 541-555"
256,VizAssist: an interactive user assistant for visual data mining,"['F Bouali', 'A Guettala', 'G Venturini']",,,,,32,,http://scholar.google.com/scholar?oi=bibs&cluster=18138400715406009847&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 32 (11), 1447-1463"
257,Analysis-suitable G1 multi-patch parametrizations for C1 isogeometric spaces,"['G Sangalli', 'A Collin', 'T Takacs']",,,,,70,,http://scholar.google.com/scholar?oi=bibs&cluster=6701979876504332950&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Aided Geometric Design 47, 93-113"
258,Planning approaches to constraint‐aware navigation in dynamic environments,"['A Shoulson', 'N Badler', 'F Garcia', 'K Ninomiya', 'M Kapadia']",,,,,21,,http://scholar.google.com/scholar?oi=bibs&cluster=10424424418904818810&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Animation and Virtual Worlds 26 (2), 119-139"
259,Ensemble of PANORAMA-based convolutional neural networks for 3D model classification and retrieval,"['K Sfikas', 'T Theoharis', 'I Pratikakis']",,,,,53,,http://scholar.google.com/scholar?oi=bibs&cluster=10068532651760026035&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 71, 208-218"
260,SoftAR: Visually Manipulating Haptic Softness Perception in Spatial Augmented Reality,"['K Sato', 'P Punpongsanon', 'D Iwai']",,,,,74,,http://scholar.google.com/scholar?oi=bibs&cluster=4651984004788813985&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 21 (11), 1279-1288"
261,Interaction with virtual crowd in Immersive and semi‐Immersive Virtual Reality systems,"['M Kyriakou', 'X Pan', 'Y Chrysanthou']",,,,,20,,http://scholar.google.com/scholar?oi=bibs&cluster=13694748530769411740&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Animation and Virtual Worlds 28 (5), e1729"
262,Probing Projections: Interaction Techniques for Interpreting Arrangements and Errors of Dimensionality Reductions,"['A Thom', 'B Müller', 'M Dörk', 'J Stahnke']",,,,,71,,http://scholar.google.com/scholar?oi=bibs&cluster=16781582703713317941&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 629-638"
263,FeatureInsight: Visual support for error-driven feature ideation in text classification,"['B Lee', 'SM Drucker', 'S Amershi', 'P Simard', 'M Brooks', 'A Kapoor']",,,,,58,,http://scholar.google.com/scholar?oi=bibs&cluster=5258365575061531032&btnI=1&nossl=1&hl=en&oe=ASCII,"2015 IEEE Conference on Visual Analytics Science and Technology (VAST), 105-112"
264,Visual Computing Challenges of Advanced Manufacturing and Industrie 4.0 [Guest editors' introduction],['A Stork'],,,,,30,,http://scholar.google.com/scholar?oi=bibs&cluster=6919942663346983134&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 35 (2), 21-25"
265,A VR-Based Serious Game for Studying Emotional Regulation in Adolescents,"['M Alcañiz', 'MD Vara', 'M Wrzesien', 'B Rey', 'RM Baños', '...', 'A Rodríguez']",,,,,30,,http://scholar.google.com/scholar?oi=bibs&cluster=8391035401259118202&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 35 (1), 65-73"
266,A survey on algorithms of hole filling in 3D surface reconstruction,"['X Guo', 'J Xiao', 'Y Wang']",,,,,26,,http://scholar.google.com/scholar?oi=bibs&cluster=2119848911919784141&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 34 (1), 93-103"
267,Efficient simulation of knitted cloth using persistent contacts,"['J Lopez-Moreno', 'G Cirio', 'MA Otaduy']",,,,,24,,http://scholar.google.com/scholar?oi=bibs&cluster=434119788218232199&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 14th ACM SIGGRAPH/Eurographics Symposium on Computer …
268,Viewpoint Snapping to Reduce Cybersickness in Virtual Reality,"['Y Farmani', 'RJ Teather']",,,,,14,,http://scholar.google.com/scholar?oi=bibs&cluster=4248282898083816504&btnI=1&nossl=1&hl=en&oe=ASCII,"Proceedings of the 44th Graphics Interface Conference, 168-175"
269,A scalable active framework for region annotation in 3D shape collections,"['A Sheffer', 'D Ceylan', 'Q Huang', 'M Yan', 'L Yi', 'IC Shen', '...', 'C Lu', 'H Su', 'VG Kim']",,,,,247,,http://scholar.google.com/scholar?oi=bibs&cluster=5127412563215364349&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (6), 1-12"
270,JackIn head: immersive visual telepresence system with omnidirectional wearable camera for remote collaboration,"['S Kasahara', 'J Rekimoto']",,,,,49,,http://scholar.google.com/scholar?oi=bibs&cluster=9612161689187337537&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 21st ACM Symposium on Virtual Reality Software and …
271,Visual Analysis and Dissemination of Scientific Literature Collections with SurVis,"['D Weiskopf', 'S Koch', 'F Beck']",,,,,70,,http://scholar.google.com/scholar?oi=bibs&cluster=17979191300271629847&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 180-189"
272,Saliency‐Preserving Slicing Optimization for Effective 3D Printing,"['J Tong', 'H Chao', 'Z Yang', 'X Tong', 'H Li', 'W Wang', 'L Liu', 'X Liu']",,,,,62,,http://scholar.google.com/scholar?oi=bibs&cluster=1478278566218691629&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (6), 148-160"
273,ADMM⊇ projective dynamics: fast simulation of general constitutive models,"['R Narain', 'GE Brown', 'M Overby']",,,,,59,,http://scholar.google.com/scholar?oi=bibs&cluster=11950333002357046625&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the ACM SIGGRAPH/Eurographics Symposium on Computer Animation …
274,Learning class‐specific descriptors for deformable shapes using localized spectral convolutional networks,"['J Masci', '...', 'D Boscaini', 'MM Bronstein', 'S Melzi', 'U Castellani']",,,,,154,,http://scholar.google.com/scholar?oi=bibs&cluster=1162025889799820066&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (5), 13-23"
275,Pose Estimation for Augmented Reality: A Hands-On Survey,"['E Marchand', 'H Uchiyama', 'F Spindler']",,,,,227,,http://scholar.google.com/scholar?oi=bibs&cluster=8275865769344597953&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (12), 2633-2651"
276,Deep high dynamic range imaging of dynamic scenes,"['R Ramamoorthi', 'NK Kalantari']",,,,,93,,http://scholar.google.com/scholar?oi=bibs&cluster=7650600112356974959&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (4), 1-12"
277,Sequential Monte Carlo instant radiosity.,"['J Lehtinen', 'P Hedman', 'T Karras']",,,,,19,,http://scholar.google.com/scholar?oi=bibs&cluster=6903147796997540424&btnI=1&nossl=1&hl=en&oe=ASCII,"I3D, 121-128"
278,The sketchy database: learning to retrieve badly drawn bunnies,"['N Burnell', 'J Hays', 'P Sangkloy', 'C Ham']",,,,,231,,http://scholar.google.com/scholar?oi=bibs&cluster=16608199986239511494&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (4), 1-12"
279,Path patterns: analyzing and comparing real and simulated crowds.,"[""C O'Sullivan"", 'H Wang', 'J Ondrej']",,,,,24,,http://scholar.google.com/scholar?oi=bibs&cluster=83669706100853471&btnI=1&nossl=1&hl=en&oe=ASCII,"I3D, 49-57"
280,Bridging the Gap of Domain and Visualization Experts with a Liaison.,"['DA Keim', 'S Simon', 'S Mittelstädt', 'M Sedlmair']",,,,,29,,http://scholar.google.com/scholar?oi=bibs&cluster=3137354175043404723&btnI=1&nossl=1&hl=en&oe=ASCII,"EuroVis (Short Papers), 127-131"
281,BRDF Representation and Acquisition,"['GC Guarnera', 'A Ghosh', 'M Glencross', 'C Denk', 'D Guarnera']",,,,,73,,http://scholar.google.com/scholar?oi=bibs&cluster=4784777786709551450&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 35 (2), 625-650"
282,A computational approach for obstruction-free photography,"['WT Freeman', 'M Rubinstein', 'T Xue', 'C Liu']",,,,,137,,http://scholar.google.com/scholar?oi=bibs&cluster=16509258172690213252&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-11"
283,Motion recognition of self and others on realistic 3D avatars,"['A Shapiro', 'A Best', 'S Narang', 'D Manocha', 'A Feng', 'S Kang']",,,,,18,,http://scholar.google.com/scholar?oi=bibs&cluster=6693653172710923717&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Animation and Virtual Worlds 28 (3-4), e1762"
